"Rambo" (1986)						1986-1986
"Randy Cunningham: 9th Grade Ninja" (2012) {Flume-Igation/On the Poolfront (#2.1)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {Fudge Factory/Best Buds (#2.6)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {Gossip Boy (#1.4)}	2012
"Randy Cunningham: 9th Grade Ninja" (2012) {Got Stank (#1.1)}	2012
"Randy Cunningham: 9th Grade Ninja" (2012) {Grave Puncher: The Movie! (#1.22)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Happy Hanukkah, Howard Weinerman!/Snow-Klahoma! (#2.10)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {Hip Hopocalypse Now (#1.31)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {House of 1,000 Boogers (#1.6)}	2012
"Randy Cunningham: 9th Grade Ninja" (2012) {Julian's Birthday Surprise/True Bromance (#2.3)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {Last Stall on the Left (#1.0)}	2012
"Randy Cunningham: 9th Grade Ninja" (2012) {Let the Wonk One In/The Curse of Mudfart (#2.8)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {Living in Shooblivion/McNinja - Brought to You by McFist (#2.12)}	2015
"Randy Cunningham: 9th Grade Ninja" (2012) {Lucius O'Thunderpunch (#1.45)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {M-M-M-My Bologna/Everybody Ninj-Along (#2.5)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {Mastermind of Disastermind/The Brawn also Rises (#2.13)}	2015
"Randy Cunningham: 9th Grade Ninja" (2012) {McCluckerbusters/Let Them Eat Cake Fries (#2.21)}	2015
"Randy Cunningham: 9th Grade Ninja" (2012) {McFear Factor (#1.33)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {McFists of Fury (#1.3)}	2012
"Randy Cunningham: 9th Grade Ninja" (2012) {McFreaks (#1.41)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {McOne Armed and Dangerous (#1.49)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {McSatchle (#1.38)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Monster Drill (#1.14)}	2012
"Randy Cunningham: 9th Grade Ninja" (2012) {Monster Dump (#1.7)}	2012
"Randy Cunningham: 9th Grade Ninja" (2012) {Night of the Living McFizzles (#1.11)}	2012
"Randy Cunningham: 9th Grade Ninja" (2012) {Ninja Camp (#1.32)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Nukid on the Block (#1.18)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Otto Know Better/Brolateral Damage (#2.7)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {Pranks for Nothing (#1.44)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Raiders of the Lost Nomicon (#1.28)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Randy Cunningham and the Sorcerer's Key (#1.34)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Randy Cunningham's Day Off/Bro-ing Down the House (#2.11)}	2015
"Randy Cunningham: 9th Grade Ninja" (2012) {Rise of the Planet of the Robo-Apes (#1.29)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Rory: Hero of a Past/Mort-al Combat (#2.15)}	2015
"Randy Cunningham: 9th Grade Ninja" (2012) {Secret Stache (#1.30)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Shloomp! There It Is! (#1.50)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {Shoob Tube (#1.26)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Shoot First, Ask Questions Laser/Ninjception (#2.9)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {Silent Punch, Deadly Punch (#1.15)}	2012
"Randy Cunningham: 9th Grade Ninja" (2012) {So U Think U Can Stank (#1.2)}	2012
"Randy Cunningham: 9th Grade Ninja" (2012) {Sorcerer in Love (#1.43)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Sorcerer in Love 2: Sorceresses' Revenge (#1.48)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {Space Cow Bros/The Fresh Principal of Norrisville High (#2.19)}	2015
"Randy Cunningham: 9th Grade Ninja" (2012) {Stank'd to the Future/Wave Slayers (#1.16)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Stanks Like Teen Spirit (#1.27)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Swampy Seconds (#1.37)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Sword Quest (#1.17)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {The McHugger Games (#1.40)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {The Ninja Identity/The Ninja Supremacy (#1.35)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {The Prophecy of Hat Sword/Fake Fight for Your Right to Party (#2.20)}	2015
"Randy Cunningham: 9th Grade Ninja" (2012) {The Tale of the Golden Doctor's Note (#1.9)}	2012
"Randy Cunningham: 9th Grade Ninja" (2012) {The Three Mascoteers/Escape from Scrap City (#2.18)}	2015
"Randy Cunningham: 9th Grade Ninja" (2012) {Unstank My Hart/Whoopee 2: The Wrath of Whoopee 2 (#2.4)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {Viva El Nomicon (#1.12)}	2012
"Randy Cunningham: 9th Grade Ninja" (2012) {Weinerman Tested, Cunningham Aproved (#1.47)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {Weinerman Up (#1.19)}	2013
"Randy Cunningham: 9th Grade Ninja" (2012) {Welcome Back Catfish/All the Juice That's Fish to Swim (#2.2)}	2014
"Randy Cunningham: 9th Grade Ninja" (2012) {When Howie Met Randy/Bro Money Bro Problems (#2.17)}	2015
"Randy Cunningham: 9th Grade Ninja" (2012) {Wonkin' for the Weekend/Ninjafan (#2.16)}	2015
"Randy to the Rescue" (2012)				2012-????
"Randy to the Rescue" (2012) {Austin (#2.8)}		2013
"Randy to the Rescue" (2012) {Boston (#1.7)}		2012
"Randy to the Rescue" (2012) {Chicago (#2.7)}		2013
"Randy to the Rescue" (2012) {Cincinnati (#1.5)}	2012
"Randy to the Rescue" (2012) {Dallas (#1.4)}		
